"wbic_year","wbic","year","county","class","len.in","len.mm","wt","sex"
"2310400_1991",2310400,1991,"Vilas","C2S",11.7,297.18,200,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",11.8,299.72,250,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12,304.8,200,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12,304.8,150,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",12,304.8,200,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12.2,309.88,200,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12.3,312.42,200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",12.4,314.96,250,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12.5,317.5,250,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12.7,322.58,350,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",12.8,325.12,200,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12.8,325.12,200,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12.8,325.12,250,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",12.8,325.12,300,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13,330.2,350,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",13.1,332.74,250,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.1,332.74,300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",13.1,332.74,250,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.1,332.74,300,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.2,335.28,300,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.2,335.28,300,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.2,335.28,300,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.4,340.36,300,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.4,340.36,350,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",13.5,342.9,350,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",13.5,342.9,350,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.5,342.9,200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",13.6,345.44,350,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.6,345.44,400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",13.7,347.98,400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",13.7,347.98,350,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.8,350.52,300,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",13.8,350.52,300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",13.8,350.52,300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14,355.6,400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.1,358.14,450,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.1,358.14,400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.2,360.68,400,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.2,360.68,300,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.2,360.68,300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.2,360.68,400,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.3,363.22,450,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.4,365.76,350,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.4,365.76,400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.4,365.76,500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.5,368.3,400,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.5,368.3,500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.5,368.3,400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.5,368.3,500,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.6,370.84,450,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.6,370.84,450,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.6,370.84,400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.7,373.38,400,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.7,373.38,450,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",14.7,373.38,400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",14.8,375.92,300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15,381,550,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.1,383.54,500,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.1,383.54,550,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.2,386.08,550,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.2,386.08,600,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.2,386.08,500,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.2,386.08,500,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.2,386.08,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.3,388.62,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.4,391.16,600,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.4,391.16,500,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.6,396.24,500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.6,396.24,600,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.6,396.24,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.6,396.24,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.6,396.24,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.7,398.78,600,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.7,398.78,500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.8,401.32,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.8,401.32,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.8,401.32,550,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",15.8,401.32,550,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",15.9,403.86,650,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16,406.4,650,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.1,408.94,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.1,408.94,500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.1,408.94,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.1,408.94,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.2,411.48,700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.2,411.48,650,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.2,411.48,650,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.3,414.02,700,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.3,414.02,700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.4,416.56,500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.5,419.1,1100,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.5,419.1,650,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.6,421.64,750,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.6,421.64,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.6,421.64,650,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.7,424.18,750,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.7,424.18,750,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.7,424.18,700,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",16.7,424.18,700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.8,426.72,800,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",16.9,429.26,750,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17,431.8,700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",17,431.8,650,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17,431.8,600,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",17.1,434.34,650,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17.1,434.34,800,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",17.2,436.88,700,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17.2,436.88,900,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",17.2,436.88,600,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17.2,436.88,750,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17.3,439.42,800,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",17.7,449.58,800,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17.8,452.12,1000,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",17.8,452.12,700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",17.8,452.12,750,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17.8,452.12,950,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",17.8,452.12,900,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17.8,452.12,700,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",17.8,452.12,700,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18,457.2,1000,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18,457.2,850,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.1,459.74,800,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18.2,462.28,1050,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.2,462.28,800,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.2,462.28,800,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18.2,462.28,900,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18.3,464.82,850,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18.4,467.36,1000,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.4,467.36,1000,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18.4,467.36,1100,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.7,474.98,1100,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.7,474.98,1200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.7,474.98,850,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.8,477.52,1000,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.8,477.52,1000,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",18.8,477.52,950,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18.8,477.52,900,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18.8,477.52,800,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",18.9,480.06,1100,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",19,482.6,1200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19,482.6,1150,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19,482.6,1150,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19.3,490.22,1300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19.3,490.22,1200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19.6,497.84,1350,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19.6,497.84,1500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19.7,500.38,1200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19.7,500.38,1050,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",19.8,502.92,1300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",19.8,502.92,1000,"M"
"2310400_1991",2310400,1991,"Vilas","C2S",19.9,505.46,1200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20,508,1350,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20,508,1400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20.1,510.54,1450,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20.3,515.62,1250,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20.3,515.62,1300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20.5,520.7,1400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20.6,523.24,1200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20.8,528.32,1500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",20.8,528.32,1400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",21.1,535.94,1400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",21.2,538.48,1550,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",21.5,546.1,1700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",21.7,551.18,1700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",21.7,551.18,1700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",21.8,553.72,1400,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",22.2,563.88,1700,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",22.7,576.58,1900,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",22.8,579.12,2200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",23.2,589.28,2200,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",23.7,601.98,2300,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",23.7,601.98,2150,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",24.7,627.38,2500,"F"
"2310400_1991",2310400,1991,"Vilas","C2S",28,711.2,3800,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",10.6,269.24,100,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",10.7,271.78,100,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",10.8,274.32,100,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",10.8,274.32,100,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",11.6,294.64,100,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",11.7,297.18,100,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",12,304.8,200,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",12,304.8,100,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",12.2,309.88,200,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",12.8,325.12,300,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",12.9,327.66,200,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",13.1,332.74,200,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",13.4,340.36,300,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",13.5,342.9,400,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",13.8,350.52,400,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",13.9,353.06,400,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",14.3,363.22,400,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",14.4,365.76,500,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",15,381,500,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",15.2,386.08,500,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",15.3,388.62,500,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",19.2,487.68,1000,"M"
"2311100_1990",2311100,1990,"Vilas","CCC",19.3,490.22,1300,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",19.8,502.92,1300,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",20,508,1500,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",20.1,510.54,1500,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",20.5,520.7,1500,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",21.6,548.64,1700,"F"
"2311100_1990",2311100,1990,"Vilas","CCC",21.7,551.18,1700,"F"
"2311700_1991",2311700,1991,"Vilas","CCD",4.5,114.3,12,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",4.9,124.46,12,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.3,134.62,15,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.3,134.62,17,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.4,137.16,20,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.4,137.16,18,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.5,139.7,17,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.5,139.7,18,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.6,142.24,20,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.7,144.78,23,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",5.8,147.32,24,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",6,152.4,27,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",6,152.4,22,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",6,152.4,19,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",6.2,157.48,27,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",6.2,157.48,27,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",7.8,198.12,60,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",8.2,208.28,54,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",8.4,213.36,72,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",8.4,213.36,72,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",8.6,218.44,86,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",8.6,218.44,78,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",8.8,223.52,84,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",8.9,226.06,74,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",8.9,226.06,88,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.1,231.14,92,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.3,236.22,98,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.4,238.76,98,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.4,238.76,126,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.5,241.3,114,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.7,246.38,118,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.7,246.38,118,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.8,248.92,130,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",9.8,248.92,138,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",10.1,256.54,142,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",10.1,256.54,146,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",10.1,256.54,122,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",10.1,256.54,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",10.2,259.08,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",10.3,261.62,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",10.3,261.62,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",10.5,266.7,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",10.6,269.24,156,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",10.6,269.24,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",10.6,269.24,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",10.7,271.78,136,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",10.8,274.32,176,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",10.8,274.32,182,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.1,281.94,202,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.1,281.94,150,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",11.1,281.94,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",11.1,281.94,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",11.2,284.48,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",11.3,287.02,188,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.3,287.02,150,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",11.3,287.02,186,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.4,289.56,204,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.5,292.1,160,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.5,292.1,194,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.5,292.1,190,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.5,292.1,150,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",11.6,294.64,136,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.6,294.64,100,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",11.6,294.64,224,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.7,297.18,212,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.7,297.18,216,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.8,299.72,232,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",11.8,299.72,150,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",11.9,302.26,200,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",12,304.8,200,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",12.2,309.88,150,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",12.3,312.42,268,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",12.4,314.96,250,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",12.4,314.96,218,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",12.5,317.5,272,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",12.5,317.5,274,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",12.5,317.5,200,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",12.6,320.04,200,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",12.6,320.04,200,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",12.7,322.58,266,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",12.9,327.66,276,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",12.9,327.66,288,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",12.9,327.66,200,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",13,330.2,310,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",13,330.2,314,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",13,330.2,200,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",13.1,332.74,300,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",13.3,337.82,304,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",13.3,337.82,362,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",13.4,340.36,300,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",13.7,347.98,330,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",13.7,347.98,332,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",13.7,347.98,200,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",14.1,358.14,400,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",14.3,363.22,378,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",14.3,363.22,396,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",14.4,365.76,300,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",14.5,368.3,300,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",14.7,373.38,472,"U"
"2311700_1991",2311700,1991,"Vilas","CCD",15.1,383.54,400,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",15.3,388.62,500,"F"
"2311700_1991",2311700,1991,"Vilas","CCD",15.9,403.86,500,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",16.2,411.48,700,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",17.1,434.34,500,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",17.5,444.5,700,"M"
"2311700_1991",2311700,1991,"Vilas","CCD",19.7,500.38,1000,"F"
"2311700_1991",2311700,1991,"Vilas","CCD",21.1,535.94,1450,"F"
"2311700_1991",2311700,1991,"Vilas","CCD",21.3,541.02,1500,"F"
"2311700_1991",2311700,1991,"Vilas","CCD",26,660.4,2700,"F"
"2327500_1993",2327500,1993,"Vilas","C2S",10.4,264.16,90.72,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",10.8,274.32,90.72,"U"
"2327500_1993",2327500,1993,"Vilas","C2S",10.9,276.86,90.72,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",11.4,289.56,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",11.6,294.64,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",11.6,294.64,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",11.7,297.18,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",11.7,297.18,181.44,"U"
"2327500_1993",2327500,1993,"Vilas","C2S",11.7,297.18,181.44,"U"
"2327500_1993",2327500,1993,"Vilas","C2S",11.8,299.72,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",11.9,302.26,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12,304.8,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.1,307.34,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.1,307.34,181.44,"U"
"2327500_1993",2327500,1993,"Vilas","C2S",12.2,309.88,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.2,309.88,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.2,309.88,181.44,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.3,312.42,317.51,"F"
"2327500_1993",2327500,1993,"Vilas","C2S",12.6,320.04,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.6,320.04,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.6,320.04,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.6,320.04,181.44,"U"
"2327500_1993",2327500,1993,"Vilas","C2S",12.9,327.66,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",12.9,327.66,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.1,332.74,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.2,335.28,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.2,335.28,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.2,335.28,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.4,340.36,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.6,345.44,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.6,345.44,408.23,"U"
"2327500_1993",2327500,1993,"Vilas","C2S",13.8,350.52,317.51,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.8,350.52,317.51,"F"
"2327500_1993",2327500,1993,"Vilas","C2S",13.8,350.52,408.23,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.9,353.06,408.23,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",13.9,353.06,408.23,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",14.2,360.68,408.23,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",14.2,360.68,408.23,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",14.2,360.68,498.95,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",14.4,365.76,498.95,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",14.4,365.76,408.23,"M"
"2327500_1993",2327500,1993,"Vilas","C2S",14.6,370.84,498.95,"F"
"2327500_1993",2327500,1993,"Vilas","C2S",14.6,370.84,498.95,"F"
"2327500_1993",2327500,1993,"Vilas","C2S",14.6,370.84,498.95,"F"
